"username--style37","u-dt","bbWrapper"
"Whileee","Aug 13, 2024","The Jets have the cap space to sign Perfetti to a long-term contract, and I would think that they have considered it strongly. Chevy and the Jets have created some good cap situations with these long-term bargains (like Scheifele, Connor and Ehlers). 

On the other hand, if they give Perfetti a bridge deal, they can build up a lot of cap space in case they want to make a splash at the TDL (perhaps with McGroarty as a trade chip). They might be in position to acquire a higher-end roster player who has some contract term at that point if they keep the cap space open."
"surixon","Aug 13, 2024","Even if Cole inks long term they should still start the year roughly a couple million under the cap. They can still accrue enough to do what I'm sure is the plan and go big game hunting for whowever they feel they can get to be the 2C at the deadline.

My opinion is that if both sides wanted a bridge deal it would be done by now. My guess is they are talking long term and will only resort to a bridge if they can't agree on a value that works for both on a 7 year deal."
"surixon","Aug 13, 2024","I'd love to see that, but I'm just getting the vibe from what I'm hearing that Arniel is going to double down on Bones's system and philosophy at 5 on 5. It seems the only real change he speaks of is special teams. Seems like same line configurations etc. 

We will just have to wait until camp."
"Whileee","Aug 13, 2024","I have no problem with the 5v5 system the Jets used last season. They were excellent in the first half of the season, creating a ton of pressure and very good defensive structure. It showed in their metrics and results. I actually think that they took a bit of a downturn in performance in the second half. I attribute some of that to re-uniting Connor with Scheifele and Vilardi, and then adding Monahan and demoting Namestnikov made them less effective at implementing the high-speed pressure system, with lots of back-pressure. You can see it in the shot metrics (top chart below). In the first half, they were generally much higher in xG for than xG against, but then had a slump at about mid-season. They turned it around again later in the season, especially defensively."
"surixon","Aug 13, 2024","I'd like to see them modify it a bit in the ozone and on breakouts. I'm fine with the forecheck and play off the puck in the nz and dz. 

But it seems this scheme puts a lot of focus on defense for the centers not named Mark. If we run similarly then it likely isn't the best use for Cole to focus mostly on defense as a center. 

My main issue is it sounds like KC, Mark and Gabe will once again be a thing. As your chart points out they essentially negate a good amount of what the other lines do by hemeraging goals and chances. That to me juat reeks of same old same old by the org. I can't see our 5 on 5 play being great again if they get 20 minutes a game again."
"DRW204","Aug 14, 2024","Which part? All of it seemed pretty apparent for a while but you got posters on here that think they know better."
"Huffer","Aug 14, 2024","Whomever the team uses at 2C this season (Names looks like the frontrunner), I hope the org has a plan for that spot in the future that doesn't involve the team continually burning 1st round picks on rentals. If they think Lambert could be ready soon and needs another year as the 1C on the Moose, great."
"WaveRaven","Aug 14, 2024","Names as 2 c"
"Whileee","Aug 14, 2024","I think the reality is that Lowry functions as the 2C, with Namestnikov's line being more of a 2/3 line.

I'd like to see the Jets try a bit more offense with Lowry to balance out scoring a bit in the middle 6 as the Panthers and Canes do with Bennett and Staal, who are defensively-oriented Cs like Lowry. Both of them have strong offensive players on their lines, so maybe putting a more offensive RW with Lowry and Nino would be a good option, and balance with Namestnikov's line."
"Huffer","Aug 14, 2024","That's an option as well and something I've thought about too. The idea of putting some more offensive wingers with Lowry (although they would still need to be strong defensively due to the assignments they'd get).

Regardless of whether we're saying 2C or 3C though, it feels like we need a long term solution in the ""non Scheifele or Lowry"" top 9 C role. Looks like Lambert as of now."
"Buffdog","Aug 14, 2024","Ehlers Lowry Perfetti

I wonder what that looks like. Both wingers have high offensive upside but also defensive awareness. 

One thing I did notice in Arniel's comments about Ehlers is that he said that Nik is making progress in playing the way they want him to in terms of getting the puck back when the other teams have it. Makes you wonder what they see that a lot of Ehlers fans on the board don't"
"surixon","Aug 14, 2024","Both Mark amd Adam are aging out. They are going to need 3 top 9 centers within 3 years imo."
"","Aug 14, 2024","I've got a T-shirt for that..."
"Huffer","Aug 14, 2024","That would be interesting to see for sure. If that line can play the hard minutes they want from Lowry and come out ahead, you can also have a 3rd line with offensive players as well. 


Agreed. Scary to think they're both 31 already. Although I wish I was 31 again!"
"Hobble","Aug 14, 2024","The Jets really need to work on their C drafting, especially if they start moving them to wing by default. Agreed that soon enough we’ll need to be developing replacements for Scheif and Lowry, and we don’t have 3 1st round picks every year to trade for rental Cs."
"DRW204","Aug 14, 2024","yeah it seems that way. at the beg. of the off-season it seems like the initial plan was re-signing Monahan as a UFA. that didn't work out, and they were apparently in on Henrique after that."
"KingBogo","Aug 14, 2024","So what do you see happening? Scheifele making $8.5 M as the 4th line center and Lowry captaining from the PB?"
"surixon","Aug 14, 2024","Both will be around 34 then, what do you think they'll actually be capable of by then? 

Adam isn't signed past the next two seasons. My guess is you reassess where he is before ponnying up big cash for a 33 year old.

I have long since believed that Mark will have to be moved to wing in his mid 30's to salvage value out of that deal. He's already fading and isn't good defensively, that is only going to become more pronounced over the next few years.

But hey if the org is super stubborn and leave them in those roles like with Wheeler then we get that tank some on here want."
"WolfHouse","Aug 14, 2024","I really wonder why the Jets don't platoon centers more like they did with pld and scheif... would be the best way to ease perfetti into the position

Same with Barron moved to third line with Lowry.... or even getting lambert on the roster... so reluctant to develop Cs"
"KingBogo","Aug 14, 2024","I think they will expect Scheifele to be a top 6 center for at least the 1st 5 years of his contract, ideally being bumped to #2 in 3 or 4 years if a prospect like Lambert clicks at center. I’m guessing Lowry will be re-signed after this contract at a slightly lower AAV and remain in a bottom 6 center role and team captain with less and hard matching as time goes on."
"drumzan","Aug 14, 2024","A good part of this is because Chevy sticks with BPA and refuses to move up/down in draft.

Sticking to BPA leads you to drafting a bunch of Wingers and LHD’s. 

BPA is the right approach. I’m not arguing against that. But if you’re not willing to move around on draft day, or acquire more picks to take some boom/bust prospects… you’re gonna have a hard time acquiring C’s and RHD’s."
"surixon","Aug 14, 2024","Well, I can't say I share your optimism. I think we have two years left alof passable 1C level from Mark."
"Jets4Life","Aug 14, 2024","Jets are going to shock the World, and bring Lord Stanley to Portage and Main for the first time in 122 years."
"KingBogo","Aug 14, 2024","We better find a #1 center then. Scheifele will be it until there is a better option. Going for him is he is a fitness buff and regularly scores at the top of the fitness tests in camp. At this point Lambert represents the only real possibility in the organization of taking over the #1 center role."
"surixon","Aug 14, 2024","They don't have one in the org as I don't see that ceiling in Brad and they have given up on Cole and Gabe at C it seems. 

Sorta what I was getting at is that we are going to be in trouble when the wheels fall off those two more then now."
"KingBogo","Aug 14, 2024","I’m more optimistic on Lambert. I see a high potential ceiling with him. I think we got really lucky that he had such a badly managed draft year and he dropped to 30 when just a year or 2 before he was seen as a potential top 5 pick."
"Weezeric","Aug 14, 2024","Where do you see Lambert’s ceiling? Maybe like a Barzal?"
"","Aug 14, 2024",""
"surixon","Aug 14, 2024","I see him as a 50 to 60 point 2C. But if he achieves more great."
"KingBogo","Aug 14, 2024","I never considered that comparison and it is an interesting thought. But what I think is we are now seeing in his play is what some of the early scouting reports of him talked about. Near perfect skating style with matching speed and the ability to control the puck at speed. Playing with men too early held him back IMO. The organization hit a home run allowing him to play with peers with the Thunderbirds in 22/23. The kid needed to feel offense again. He then carried that forward with the Moose last season. I’m really looking forward to what we see from him in camp."
"KingBogo","Aug 14, 2024","IMO he is that by the end of his ELC."
"surixon","Aug 14, 2024","Well hopefully you are correct. I juat don't see the skill for that. Outside of skating all his skills are good but not elite."
"voyageur","Aug 15, 2024","Yep if I were a betting man I'd say that lines are going to be what we saw from game 3 to 42 last year. Gus and Kupari competing for 4C and PK duties. 

8 d-men, with Fleury likely to stick...

Unless there is a training camp injury not a lot of doors open..that said the Jets way seems to be build chemistry, and hope for results with familiarity. 3rd defensive pair is maybe only the real fresh start next season.

Moose ran Lambert with AJF quite a bit last year...Conceivably JAD is Malott's replacement.

Toninato and Chibrikov were together quite a bit too...I see Lucius as the centre there.

You probably have Mason Shaw and Parker Ford as your checking line wingers. Both can play in the NHL. Shaw is going to replace some of the toughness Viel brought last year, I'd say with a better chance of a callup.

Checking line centre is a mystery. Julien might get a look there...Nikkanen had a strong finish, and he's good on the dot.

Where a guy like Zhilkin fits in is a mystery to me. You need playing time for prospects. But also competition. Jets and Moose should have competitive camps but seems like there a few guys who need opportunity to get to the next level."
"","Aug 15, 2024","He doesn't need to be elite to be more than a 50/60 pt center.
Way to early to peg this guy's career - LY was really the first yr we have seen him settled in at the right time and right level."
"surixon","Aug 15, 2024","True, scoring is way up and I keep forgetting to take that into consideration."
"","Aug 15, 2024","Improved ST could make a pretty bug difference - but  needs to play 2C. Or are we going to go 2F & 3D and just concede all of the FO?"
"surixon","Aug 15, 2024","It's going to need to because I don't expect by far league best goaltending this year."
"voyageur","Aug 15, 2024","Since Little went down in 2019, Jets have drafted Perfetti, Lucius, Mc Groarty and Lambert in the 1st round. 3 of the 4 may be NHL centres down the road, not all with the Jets. At the very least Mc Groarty could return a potential 2C under contract too as a trade chip."
"surixon","Aug 15, 2024","I think it's more the Jets need to revamp their center development plan"
"voyageur","Aug 15, 2024","Maybe but Perfetti I think was always seen as more likely to be a winger because his skating wasn't top notch...Lundell would have been the centre pick in the spot the Jets were in... Lucius I believe has been developed as a centre the whole way, you can't predict injuries, maybe with better DNA testing you could, but let's not go there...Lambert has stayed in the middle through his development, as far as I know. Wouldn't be surprised if the Jets wanted Mc Groarty to take centre reps in the A, to grow into that role...Another one you couldn't predict. So last time the Jets traded a 1st for a centre before Monahan was 2019 , and the guys that were drafted in Heinola's range were Tomasino and Mc Michael, not sure that's the answer. 2017 I suppose the Jets missed out on Suzuki or Josh Norris. Hard to say Laine, Connor and Ehlers weren't good picks."
"","Aug 15, 2024","What do you see in 3 years if Scheif and Lowry are still 2 of our top 9 C's?"
"surixon","Aug 15, 2024","This goes back much further then those you mentioned though.

Roslovic was developed similarly to Lambert with similar AHL results. He gets to the show and he's put on the wing and never really trialed at center. They instead put Wheeler and others in the middle. Same thing with Copp. Stays at wing despite clearly being capable of being a middle 6 C as we've seen since he left.

This org doesn't seem to have the patience no matter who it is to stick with them as a center. 

It would he the same with Lundell if he were here instead of Cole. 

Development doesn't just happen prior to the NHL. There is a learning curve at the NHL that this org just refuses to live with."
"voyageur","Aug 15, 2024","You can really never have enough centres in your lineup. Dallas is a good example. Little was always a better centre than Roslovic, especially on the dot, so when the time came for Roslovic to move from 4C to 2C, he didn't exactly run away with the job, and has never held it consistently in his career...Wheeler was better choice, at that time. Copp as a 2C has never panned out, but still remains the best return you could get for a borderline 2C in crunch time. It's nice to have these guys when players go down. Like Big Adam Lowry, because you don't miss a beat in replacement level. 

2C has been the most talked about position with the Jets even before Little went down. Brad Lambert to me seems like the answer here. Maybe it's another development year, maybe half a year. Maybe it's right out of camp. A healthy year from Lucius and he might even have some competition down the road. Checking line centres, and 4th line centres are in the pipeline. Jets may turn Barron into a centre down the road, which is the least valued piece of the Copp deal. Jets did have a lag in centre drafting and development, after 2011, but the team we started with wasn't very good at too many positions. I'd say they are getting with the program now."
"surixon","Aug 15, 2024","Little went down early in 2020 and they never gave Copp or Roslovic a shot. They went right to converting a career winger in his 30's.

They then went out and brought in Cody Eakin to be our 2C heading into the playoffs over what they had.

They then bring in a well passed his prime Stastny to play C instead of trusting their home grown players.

I like Lambert and think he can be a center but I have very little faith in this org actually giving him a legit opportunity to do it. Much like with Perfetti I feel if things don't go to plan quickly they will pull the plug and bring in the next mediocre vet to fill the hole. 

Nothing in the orgs history the last decade tells me otherwise."
"Whileee","Aug 15, 2024","I'll stay firmly on the Namestnikov bandwagon for the 2-3 C slot. It seems that Arniel likes him there, too. Maybe Arniel and the coaches are looking at the data to project him in that role.

Last season at 5v5 the lines centered by Lowry and Namestnikov were a combined +20 in goals and +16 in expected goals. When Namestnikov centered the 2/3 line the Jets were +10 in goals and +5 in expected goals, despite playing about half as much as Scheifele and Lowry at 5v5. In contrast, lines including Scheifele and Connor were -1 in goals and -8 in expected goals at 5v5.

Below is a quick graphic that shows how the Jets top 3 lines fared last season in GF% and xGF% (with time on ice as the bubble size).

My overall conclusion is that the Jets are fine in the middle-6 with Lowry and Namestnikov anchoring those lines. They need to solve the 1st line problem with Connor-Scheifele."
"","Aug 15, 2024","It needs to be a modified BPA with a multiplier based on position. C comes first, followed by RHD, LHD, RW, LW. Both wings can be back-filled with players drafted at C but who don't end up at C in the NHL.

That doesn't mean you never draft W. It means that W need to be clearly rated higher than the available talent at C & D, especially RHD."
"voyageur","Aug 15, 2024","Do you think Copp and Roslovic are legitimate 2Cs...neither of them have led teams to the playoffs in that role? Copp got lucky to centre Panarin and Strome for a stretch. But I remember there being a good discussion on here about his potential to centre Laine and Ehlers when Little couldn't do it, and most people believed he wasn't good enough. 

Realistically looking back at the 2020 season it's a miracle that team was even in competition for a playoff spot. Eakin didn't pan out, and I think it was Copp who replace Scheif after game 1, but if it wasn't for Wheeler's brief work in the middle, I don't think the Jets ever get Dylan De Melo as an addition to the team, so that's a win.

Stastny as 2C got the Jets to the playoffs. Dubois as 2C was 1 for 2, and out the door so fast the year he did, we couldn't say goodbye, so I'll take that trade. 

And here we are. You could be right on the future based on the past, but I hope the winds have changed."
"","Aug 15, 2024","In D+3 Barzal exceeded ppg in the NHL, not the AHL. Do you think Lambert can do that this coming season?"
"voyageur","Aug 15, 2024","I believe you are right here, but for reference could you compare the amount of d-zones starts for Scheifele vs. Namestnikov, because I am sure that is a factor in goals against. Are EN GA a factor too?"
"DRW204","Aug 15, 2024","Although Lowry GF% is high, their GF /60 is pretty pedestrian if I recall which isn't what you want for a top 6 line. Unless you're scheifeles line you will likely rate pretty well on the GA side given Helle is net.

IMO the second line needed to see more mins with Names"
"surixon","Aug 15, 2024","The first line is a pretty big issue and has been for years now. 

Last year we did get excellent outscoring from the middle 6 but I question how likely it is to continue. 

Let's look at the Lowry line: They have bested their matchups and actual goal differentials in 2 of the last 4 years. Given that very up and down performance, I'm not as confident they can continue to prop up a top line that hemerages metrics and goals. I would expect some regression and them to be closer to break even in terms of actual goals.

Cole and Ehlers are the two big metric and goal differential players on the team and I think we lose something playing the two on the same line. One of the two needs to be up with Scheifele imo. Both have shown they can elevate him to positive metric and goal differentials. Cole has also shown he can elevate KC to positive results. 

If this team wants to have similar success they are likely going to have to try to create three outscoring lines. I don't think we can count on our middle 6 destroying the opposition by enough again to prop up a crappy top line."
"voyageur","Aug 15, 2024","Only in Winnipeg could your top line center finish +19, highest of all centers, and be considered a crappy line."
"surixon","Aug 15, 2024","I guess my point is the org has wasted a lot of assets on mediocre options to patch the hole. Do I think Copp and Roslovic are legit 2C's on a contender, no I don't. But outside of Dubois we have been wasting assets on vets that didn't meet that criteria either. We would have gained more as an org keeping those assets and going with in house options that weren't any worse then the vets we brought in. That's where I'm guestioning this orgs ability to properly assess center talent and to develop it. Yeah Copp wouldn't have been my first choice but he would have been miles better the Eakins for crying out loud and likely comparable to 35 plus year old Stastny."
"","Aug 15, 2024","I think it is interesting to consider Jets if they had Lundell and Ceulemans instead of Perfetti and Lucius. I think those would have been the most likely picks if Jets had been drafting for position.

An argument could be made at this point that we would be better off. But would that hold true in another couple of years? Not if Lucius recovers from his injury bug and Ceulemans busts or tops out at 3rd pair. If I was betting real money though, I would bet on Lucius busting and Ceulemans becoming a 2nd pair RHD as more likely. Still too soon to judge with any certainty. Could go either way."
"surixon","Aug 15, 2024","I'm talking about the KC - Scheifele combo which was even in terms of goal differential, but got crushed with a 44 XGF%. That plus 19 as you aptly pointed out came with Ehlers on his line, hence my point that one of him or Cole should be replacing Connor there."
"voyageur","Aug 15, 2024","Interesting. I know Scheif and KC had a brutal stretch where they were - alot. That was after the Monahan trade. Obviously judging by the difference in +/- between Vilardi and Connor, there was a period when Vilardi was pulling that line in the right direction. I guess that was with Ehlers, and Connor out of the lineup. But if my eyesight still works KC and Perfetti are a good winger combination?"
"surixon","Aug 15, 2024","Yeah the last two years here are the results:

KC and Mark -4 goal differential with a 46.58 XGF%

Perfetti and Mark +11 goal differential with a 51.66 XGF

Fly and Mark + 15 goal differential with a 53.16 XGF.

I mean clearly two of the combos are light years more impactful then the go to combo. 

For the record Cole with KC the last two years is a +2 goal differential and a 64 XGF%

To me it's a clear win win swapping Nik for KC as both duos are excellent."
"Buffdog","Aug 15, 2024","What is Ehlers goal differential and xGF% away from Schief those years?"
"surixon","Aug 15, 2024","+20 and 55 XGF%"
"Buffdog","Aug 15, 2024","So I'll say it for the 1000th time...

I think  that Ehlers does well enough away from Schief that the ""top two"" lines are better balanced the way they are

In other words, putting Ehlers on a line with Schief makes that line better, but makes the ""second"" line ""more worse"" lol"
"surixon","Aug 15, 2024","Except last year the second line of Perfetti, Name and Iafallo crushed it better then when Ehlers was on it while Fly was on the top line. So we actually had both of our top two lines perform better. 

Perfetti showed he could drive a good second line last year. There is no reason to purposefully stack the deck against the first line because you feel you need to prop the second."
"KingBogo","Aug 15, 2024","Let’s not forget that Perfetti spent the last chunk of the season bouncing between the 4th line and the PB. I think Arniel will give him more rope than Bones but I don’t think they will be expecting him to drive one of the top 6 lines. Arniel talked of liking him with Ehlers."
"surixon","Aug 15, 2024","Sure. But I expect more consistency from him and he showed he could do it over a half a season stretch. 

That gives the team more flexibility knowing they don't need Fly to drive a second scoring line.

I expect politics to result in the KC/Mark/Vilardi line to start the year, but they shouldn't be married to it of the results aren't there as they haven't been for a while now."
"KingBogo","Aug 15, 2024","Actually I’d be very open to a Perfetti Scheifele Ehlers line. I just don’t see Perfetti as being the line driver, but more of a play maker that takes advantage of the open space created by a true line driver like Ehlers."
"DRW204","Aug 15, 2024","Like 80-90% of the + in net goals is from with Ehlers' inclusion on the top line."
"voyageur","Aug 15, 2024","seems like they had a good stretch, whereas 55-81 had a bad one, particularly without Vilardi?"
"DRW204","Aug 15, 2024","You can look at the lines goals either on natural stat trick or money puck."
"DRW204","Aug 17, 2024","i think id rather have Kadri at his current contract than have Monahan, presumably close to what he signed to in CBJ."
"WolfHouse","Aug 17, 2024","Always feel like Wiebe is pretty much a plant for TNSE... like they give him stuff to leak that suits their needs because they know he's a yes man

Like this calms the fan base when we go into next season with a slightly downgraded roster from last season... 'hey we tried...' didn't you read about Kadri and Laine?"
"Buffdog","Aug 17, 2024","I would bet my left testicle that yes, they do know much more than you as a casual fan who watches games and looks at spreadsheets would know"
"voyageur","Aug 17, 2024","It's hard to see the Jets going after Kadri. The leadership group of this team is approaching or in their 30s and it's hard to see the Jets making a big change in the room without their input on it. Seems like the Jets would operate that way

That said Calgary looks like a potential firesale team this year, and if the Jets do have 2C troubles, maybe he is the best option on the market this season. When people talk about moving Scheif to the wing down the road, I think you need a true number 1 centre for that, and that player may not be in the organization. 

There's a balance between trying to remain competitive and aging a team out to being a bust, with long term contracts. If you replaced the contract value of Iafallo, Appleton, Namestnikov with cheaper players, would you get better value in Naz salary Cap wise?"
"surixon","Aug 17, 2024","Can't see Kadri waiving to come here even if we are interested."
"surixon","Aug 17, 2024","He's also a couple months away from 34 and has another 5 years left on his deal. Can't see the team being remotely interested in that contract."
"voyageur","Aug 17, 2024","It's only 4 years left, but I agree with you by and large. That seems like a helluva a contract to pick up...I think Rasmus Andersson on the other hand, if Pionk struggles this year, that's one to look at. 

It's so hard to gauge the Jets this year though...I think if they want to re-sign Adam Lowry, they have to be competitive, with his, Ehlers and KC's future in the balance. The youth movement has to show they can help the team win. I think that's the pressure Chevy faces, with roster management."
"","Aug 17, 2024","Of course they know much more than I do. But question remains. Is it anything that invalidates what I, and everyone else, knows?"
"","Aug 17, 2024","Nope, 5.

Flames would need to retain some. The last 2 years could be bought out.

Why would you say  Pionk struggles""? Is there really any doubt that he will?"
"DRW204","Aug 18, 2024","kadri does have a full nmc so he ultimately decides where/if he wants to go. if he was willing to waive here - unlikely - it does turn into in a m-ntc in 2 years so could move out of him if really required. he did nix a trade from TOR to CGY originally, so never know about waiving or not 

he's been just as productive as scheifele the last 3 years, & has no where near the supporting cast scheifele does. not to mention solidifies a top-6C spot for the medium-term and adds some bite/edge in a Jets top-6 full of softies, along with actual recent deep POs & Cup experience."
"KingBogo","Aug 18, 2024","Well 3 years ago he did play with the Avs so I would say yeah he did have somewhere close to the same supporting cast  His 2 years since in Calgary Kadri's top 5 on 5 minutes have been with Weegar 785, Andersson 776 and Huberdeau at 713. Not sure overall that is much different than the quality of Schiefele's line mates."
"","Aug 18, 2024","I used to maintain that I would  want Kadri. Dirty player. But I don't mind a pest who stays just on the right side of the line.

At this stage of the game, I would welcome pesty Kadri at least until he falls off that cliff.
That could be at any time but if he could be reasonably good for 2-3 years, I'd be happy with him. The last 2 years of his contract could be bought out if necessary.

If he would waive I would give up McGroarty for him. I'd like to see a little retention from Flames."
"KingBogo","Aug 18, 2024","They would have to take back a contract and retention to even come close to working out. I'm not opposed to Kadri, but we have $5.8 M in cap space with Perfetti unsigned. Even a 2 year bridge for Perfetti leave us with something around $2 M cap space available."
"DRW204","Aug 18, 2024","I'll concede Colorado. But the flames is nothing great. A mix of Connor, ehlers, Morrissey, Vilardi then consider Helle > the flames.

These were his most used line combos last year



U taking that or equal to the Jets top 6 wings, really."
"","Aug 18, 2024","Yes, we would need to make some space."
"KingBogo","Aug 18, 2024","You said the last 3 years, not last season. I responded to what you posted."
"DRW204","Aug 18, 2024","His 2 most productive years came in the past 3 years. I'd have to check what his pt finishes were since scoring is up, but iirc he was around top 40 on overall pts and top 30 in 5v5 production (on mobile otherwise I'd check).

7m is def a big ticket though. However if they were in the running with Monahan at 5.5m id consider an extra 1.5m for a superior player who also can add intangibles and has the option to get out of.


Yeah and I'd take the jets crew over the flames. You posted huberdeau as if he's been impressive in Calgary. Don't think anyone is taking him over Connor. Not even close to the same tier anymore. 

His 22-23 linemates mix may be even worse."
"","Aug 18, 2024","I'm not against the Kadri trade idea, depending his cost of course, which should be reflective IMO that the last x years of his deal will not be good. I'm ok to it bc as virtually all last contracts around the NHL they never end well and I doubt Helle & Mark's will end well. So the Jets window is over the next 4-5-6 years max, so Kadri deal would just be one more bad deal at the end of our window. Bad deals can have value in trade depending how their arranged, some teams always need to hit the floor and want to pay as little real cash as possible. Not sure how Kadri deal was setup or not. Kadri is a legit 2c and we need one."
"WolfHouse","Aug 18, 2024","Thank God we have Johnson in the lineup"
"","Aug 18, 2024","On one hand I like Kadri's determination, kinda dirty, pain in the ass to play against style. 

Honestly pretty similar to Dubois, just gets it done with heart and some skill as oppose to rare tools.

That contract is a liability though.

Tough to work around that without sending something we don't want back.

That and he probably isn't waiving to come here. That's my stance unless I hear otherwise lol"
"","Aug 18, 2024","If we can turn it into a bigger trade and score Andersson I think it would really increase our cup odds. Hopefully McGroarty and some firsts would get it done

Connor - Scheifele - Vilardi
Perfetti - Kadri - Ehlers
Nino - Lowry - Appleton
Iafallo - Names - Gus

Morrissey - DeMelo
Samberg - Andersson
Stanley - Miller

Helle"
"surixon","Aug 18, 2024","He gets $7millon in cash every year until it's end. It was neither front or back loaded. He has signing bonuses of 2.5 million next year and $1 million the year after, prior to it going to a straight $7 million base salary.

The question is how long does he still have 2C capabilites for. If it's only for another 2 years then his contract could prematurely close the window.

I think age and term left are major risks here. Frankly they aren't the risks I'd be interested in taking."
"","Aug 18, 2024","I'd take Kadri if Andersson were included.

McG, Nino, Pionk and a 1st for Andersson and Kadri with 1m retained."
"sipowicz","Aug 19, 2024","Without a legit 2C and another real top 4 D man it's another throw away season ahead!"
"Gil Fisher","Aug 19, 2024","you don't like the games, only parades?"
"voyageur","Aug 19, 2024","There are a lot of people who hope he does struggle...however a good season from Samberg too might make Pionk a candidate for being re-signed, and I can already read the reaction that would cause. 

I wonder if Laine going to Montreal puts Ehlers on their radar. 

Is the Jets target to sign 40% of their impending UFAs like last year?

Losing all of Ehlers, Pionk, Appleton, 
Namestnikov and Iafallo without significant adds would put the team a step behind...unless there is Miracle Grow in our prospect pool."
"","Aug 20, 2024","I think those people, myself included, expect him to struggle. If being paired with Samberg makes him better, it can only be so much. If that is enough to get Chevy to extend him it should be the last straw for Chevy. SMH

Reuniting Batman and Robin might have some value. Can't see what they would give up for Ehlers though.

Losing 5 UFAs might sound bad but Ehlers is the only one there that really matters. The rest are depth players, fairly easily replaced."
"voyageur","Aug 20, 2024","The Jets don't easily replace anyone. It's nice to think that are prospects are golden, and that vets can be replaced seamlessly. But that isn't usually how it works...Very rarely will you find a successful rookie laden team. It's a process to develop into a pro and then learn the pro game, process it at a higher speed. Usually has highs and lows. Think of Ehlers first season where he looked great and then went into a 30 game scoring drought."
"lanky","Aug 21, 2024","Ehlers was 19 y.o. to start that season and had only 11 games of pro experience in the Swiss league.
Chibrikov, for example, is now 21 and has 186 games under his belt, across the VHL, KHL, AHL and NHL. He's ready to contribute.
The downside to integrating him now instead of later is that he's a lightweight LW and our roster is already full of those."
"","Aug 21, 2024","I think Chibs should work on his D game before he expects to make the team."
"Buffdog","Aug 21, 2024","Crazy to think that we're roughly 4 weeks from the start of training camp"
"sipowicz","Aug 21, 2024","Crazy to think that Jets management is content with an undersized D corps without a legit. top 4, no quality 2C and no proven backup netminder.....gonna be a long season!"
"MelikeJets","Aug 21, 2024","I mostly agree with you Sip except I think Morrissey is a top 4 d man.


I hope time flies...I'm in NHL withdrawal."
"","Aug 21, 2024","In mid season form I see Sip. 

At this point last summer who was predicting a 110 point season and a 4OA finish? 

Every season is a box of chocolates and I have kind of given up trying to figure out how this will unfold."
"Buffdog","Aug 21, 2024","Nice to see that Sip is still in mid-season form though!"
"sipowicz","Aug 21, 2024","Kyle Connor will disagree!"
"","Aug 21, 2024","Pionk has only had 1 good season, his last contract year. He has been bad every other season. Losing him would be addition by subtraction unless playing with Samberg suddenly turns him into a 2nd pair NHL Dman. Extending him would be a near disaster."
"voyageur","Aug 21, 2024","Bad is a relative term. Compare him to Beaulieu for instance. If he was bad he wouldn't have played all those years behind Adam Lowry's line, d-zone starts...he'd be sheltered like Heinola and Stanley were. Our coaches aren't idiots they played in the Show they can obviously judge good and bad players. He's inconsistent, I'll give you that. 

What I wonder this year is if Arniel favours vets over young players. Does AJF get the first callup if a player goes down? Because he knows the systems/head coach? That's what I am waiting to see if things are different."
"voyageur","Aug 21, 2024","I can't say the Jets did anything wrong with the way they developed players last year. All the AHL/pro rookies got an entire year to develop, find their roles. It was a talent poor team that Ehlers graduated into. I think Lambert, Chibrikov, Ford and Lucius all are competing while growing as teammates. I hope every one of them gets a chance at some point during the season to make an impression. The best should rise, and then the next tier is still in position to compete for spots next year.

Chibrikov for me isn't a top 6 player, and with the Jets top 6 that doesn't kill penalties, unless KC gets in there, and with Nino being a PP guy, maybe he needs a player like Namestnikov to hold down a top 6 position and PK so that he can get into the lineup. But who can predict injuries? I do have to say that the line of Nino-Gus-Chibrikov showed some spark in the one chance they got last year, and with a firebug player, in the NHL, that seems like a good fit, two guys who can work the boards and win battles in the neutral and d-zone. 

With Lambert I wonder if there is any imperative this season, after a strong offensive output last season on the farm, to give him more PK reps, which strengthens his potential to be the future 2C."
"","Aug 22, 2024","I don't think he has been all that inconsistent. He has been pretty consistently bad.

Coaches playing him is not much of an endorsement if they don't see a better option. Like you said, it is relative. Who else could the coaches have played at 2RD? Schmidt? Lundmark? Kovacevic?

Yes, use of young players will be a tell."
"ThinIce61","Aug 22, 2024","Put Yager in at 2C right off the hop as a slap in the face to that other guy."
"DRW204","Aug 22, 2024",""
"hockeyarena","Aug 23, 2024","Ehlers - Scheif - Vilardi
Connor - Yager - Barlow
Lambert - Lowry - Perfetti
is a verrry interesting top 9 down the road. lil size, lil speed, lil skill. i like. the question would be does connor want to stick around, but even if you flipped him for a D that doesn't seem like a huge loss with those other 8."
"surixon","Aug 23, 2024","Something else I liked from Chevy's PC the other day is he said Cole was skating a lot with JoMo and Mark. Glad to see he's continuing to integrate himself with the leaders."
"Whileee","Aug 23, 2024","I noticed that, too. Interestingly, he didn't sound all that positive about a quick resolution to Perfetti's contract renewal. I expect that there is some real negotiation grinding going on there."
"surixon","Aug 23, 2024","I mean both he and KO are grinders. Doesn't surprise me it's going to drag on. He usually doesn't get his top RFA's inked until September anyhow."
